Expert,Location,Action,group.x,MS,Fire,PBFV,Bird.number,Lower,Estimate,Upper,Cost
A,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0,0
A,Tasmania,mixed release strategy,current range ,1,1,1,100,0,0.15,0.5,107322746.5
A,Tasmania,mixed release strategy,current range ,1,1,1,50,0,0.04,0.2,64653471.5
A,Tasmania,focus wild born young,current range ,2,1,1,100,0,0.2,0.5,101596046.5
A,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.1,0.3,60199171.5
A,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0,0.2,0.4,110541246.5
A,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.1,0.45,64926346.5
A,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.2,0.4,0.7,96964696.5
A,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.1,0.4,0.6,55539446.5
A,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.25,0.5,0.8,103519496.5
A,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.2,0.4,0.6,60304771.5
A,Tasmania,fledgling release only,current range ,6,1,1,100,0.05,0.25,0.35,99993171.5
A,Tasmania,fledgling release only,current range ,6,1,1,50,0,0.2,0.3,58459421.5
A,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.4,0.45,108471371.5
A,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.2,0.35,0.5,64707721.5
A,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.05,0.1,105910100
A,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0,0.2,62855825
A,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.05,0.5,93657746.5
A,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.01,0.2,61953471.5
A,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0.1,0.3,99798400
A,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0.1,0.3,58401525
B,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0,0
B,Tasmania,mixed release strategy,current range ,1,1,1,100,0,0.2,0.4,107322746.5
B,Tasmania,mixed release strategy,current range ,1,1,1,50,0,0.1,0.2,64653471.5
B,Tasmania,focus wild born young,current range ,2,1,1,100,0,0.2,0.4,101596046.5
B,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.2,0.4,60199171.5
B,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0,0.2,0.4,110541246.5
B,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.2,0.4,64926346.5
B,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0,0.2,0.4,96964696.5
B,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0,0.1,0.2,55539446.5
B,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.2,0.4,103519496.5
B,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.1,0.2,60304771.5
B,Tasmania,fledgling release only,current range ,6,1,1,100,0,0.2,0.4,99993171.5
B,Tasmania,fledgling release only,current range ,6,1,1,50,0,0.1,0.2,58459421.5
B,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0,0.2,0.4,108471371.5
B,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0,0.1,0.2,64707721.5
B,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.2,0.4,105910100
B,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.1,0.2,62855825
B,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.2,0.4,93657746.5
B,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.1,0.2,61953471.5
B,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0.2,0.4,99798400
B,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0.2,0.4,58401525
C,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0,0
C,Tasmania,mixed release strategy,current range ,1,1,1,100,0.3,0.5,0.6,107322746.5
C,Tasmania,mixed release strategy,current range ,1,1,1,50,0.3,0.5,0.6,64653471.5
C,Tasmania,focus wild born young,current range ,2,1,1,100,0.2,0.4,0.6,101596046.5
C,Tasmania,focus wild born young,current range ,2,1,1,50,0.2,0.4,0.6,60199171.5
C,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.2,0.3,0.5,110541246.5
C,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.1,0.2,0.3,64926346.5
C,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0,0.2,0.3,96964696.5
C,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.1,0.2,0.3,55539446.5
C,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.3,0.45,0.55,103519496.5
C,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.05,0.2,0.3,60304771.5
C,Tasmania,fledgling release only,current range ,6,1,1,100,0,0.1,0.2,99993171.5
C,Tasmania,fledgling release only,current range ,6,1,1,50,0,0.1,0.2,58459421.5
C,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.2,0.3,0.5,108471371.5
C,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.1,0.2,0.3,64707721.5
C,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.1,0.2,105910100
C,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
C,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.5,0.6,93657746.5
C,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.2,0.4,61953471.5
C,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0.1,0.2,99798400
C,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0,0.1,58401525
D,Tasmania,No action + no captive population,no action,0,0,0,0,0,0.1,0.2,0
D,Tasmania,mixed release strategy,current range ,1,1,1,100,0.5,0.65,0.8,107322746.5
D,Tasmania,mixed release strategy,current range ,1,1,1,50,0.3,0.4,0.55,64653471.5
D,Tasmania,focus wild born young,current range ,2,1,1,100,0.25,0.38,0.51,101596046.5
D,Tasmania,focus wild born young,current range ,2,1,1,50,0.15,0.25,0.38,60199171.5
D,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.3,0.45,0.55,110541246.5
D,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.2,0.35,0.55,64926346.5
D,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.21,0.35,0.49,96964696.5
D,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.16,0.25,0.36,55539446.5
D,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.3,0.4,0.5,103519496.5
D,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.2,0.3,0.4,60304771.5
D,Tasmania,fledgling release only,current range ,6,1,1,100,0.14,0.25,0.4,99993171.5
D,Tasmania,fledgling release only,current range ,6,1,1,50,0.05,0.15,0.3,58459421.5
D,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,NA,NA,NA,108471371.5
D,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.1,0.2,0.34,64707721.5
D,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.25,0.35,0.45,105910100
D,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0.15,0.25,0.35,62855825
D,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.2,0.3,0.4,93657746.5
D,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.2,0.3,61953471.5
D,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.3,0.45,0.57,99798400
D,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.3,0.46,58401525
E,Tasmania,No action + no captive population,no action,0,0,0,0,NA,0.05,0.2,0
E,Tasmania,mixed release strategy,current range ,1,1,1,100,0.6,0.7,0.95,107322746.5
E,Tasmania,mixed release strategy,current range ,1,1,1,50,0.5,0.6,0.8,64653471.5
E,Tasmania,focus wild born young,current range ,2,1,1,100,0.1,0.25,0.4,101596046.5
E,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.25,0.35,60199171.5
E,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.1,0.25,0.4,110541246.5
E,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.1,0.25,0.4,64926346.5
E,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.6,0.8,1,96964696.5
E,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.6,0.75,0.9,55539446.5
E,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.55,0.8,1,103519496.5
E,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.55,0.8,0.95,60304771.5
E,Tasmania,fledgling release only,current range ,6,1,1,100,0.9,0.95,1,99993171.5
E,Tasmania,fledgling release only,current range ,6,1,1,50,0.8,0.9,1,58459421.5
E,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.8,0.9,1,108471371.5
E,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.7,0.8,0.9,64707721.5
E,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.25,0.5,0.75,105910100
E,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0.25,0.5,0.75,62855825
E,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.1,0.7,0.9,93657746.5
E,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.5,0.8,61953471.5
E,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.1,0.25,0.4,99798400
E,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.25,0.35,58401525
F,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0,0
F,Tasmania,mixed release strategy,current range ,1,1,1,100,0,0.05,0.1,107322746.5
F,Tasmania,mixed release strategy,current range ,1,1,1,50,0,0,0.05,64653471.5
F,Tasmania,focus wild born young,current range ,2,1,1,100,0,0.1,0.1,101596046.5
F,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.05,0.1,60199171.5
F,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0,0.1,0.1,110541246.5
F,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.05,0.1,64926346.5
F,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0,0.1,0.1,96964696.5
F,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0,0.05,0.1,55539446.5
F,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.1,0.1,103519496.5
F,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.05,0.1,60304771.5
F,Tasmania,fledgling release only,current range ,6,1,1,100,0,0.05,0.05,99993171.5
F,Tasmania,fledgling release only,current range ,6,1,1,50,0,0,0.05,58459421.5
F,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0,0.05,0.05,108471371.5
F,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0,0,0.05,64707721.5
F,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0,0.05,105910100
F,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0,0.05,62855825
F,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0,0.05,93657746.5
F,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0,0,61953471.5
F,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0,0,99798400
F,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0,0,58401525
G,Tasmania,No action + no captive population,no action,0,0,0,0,NA,NA,NA,0
G,Tasmania,mixed release strategy,current range ,1,1,1,100,0,0.14,0.2,107322746.5
G,Tasmania,mixed release strategy,current range ,1,1,1,50,0,0.1,0.15,64653471.5
G,Tasmania,focus wild born young,current range ,2,1,1,100,0,0.12,0.2,101596046.5
G,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.14,0.19,60199171.5
G,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0,0.11,0.18,110541246.5
G,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.12,0.19,64926346.5
G,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0,0.4,0.65,96964696.5
G,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0,0.3,0.5,55539446.5
G,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.21,0.42,103519496.5
G,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.19,0.35,60304771.5
G,Tasmania,fledgling release only,current range ,6,1,1,100,0,0.44,0.65,99993171.5
G,Tasmania,fledgling release only,current range ,6,1,1,50,0,0.35,0.55,58459421.5
G,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0,0.2,0.38,108471371.5
G,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0,0.15,0.3,64707721.5
G,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0,0.99,105910100
G,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0,0.99,62855825
G,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.14,0.19,93657746.5
G,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.1,0.15,61953471.5
G,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0,0.12,99798400
G,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0,0.12,58401525
H,Tasmania,No action + no captive population,no action,0,0,0,0,0,0.05,0.15,0
H,Tasmania,mixed release strategy,current range ,1,1,1,100,0.9,0.98,1,107322746.5
H,Tasmania,mixed release strategy,current range ,1,1,1,50,0.7,0.91,1,64653471.5
H,Tasmania,focus wild born young,current range ,2,1,1,100,0.1,0.6,0.8,101596046.5
H,Tasmania,focus wild born young,current range ,2,1,1,50,0.1,0.45,0.75,60199171.5
H,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.1,0.6,0.8,110541246.5
H,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.1,0.5,0.75,64926346.5
H,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.6,0.9,1,96964696.5
H,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.3,0.75,0.95,55539446.5
H,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.65,0.85,1,103519496.5
H,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.35,0.7,0.95,60304771.5
H,Tasmania,fledgling release only,current range ,6,1,1,100,0.9,0.9,1,99993171.5
H,Tasmania,fledgling release only,current range ,6,1,1,50,0.8,0.95,1,58459421.5
H,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.85,0.95,1,108471371.5
H,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.75,0.85,1,64707721.5
H,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.35,0.6,105910100
H,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.35,0.7,62855825
H,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.9,0.95,1,93657746.5
H,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.75,0.9,1,61953471.5
H,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0.5,0.55,99798400
H,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0.45,0.5,58401525
I,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0,0
I,Tasmania,mixed release strategy,current range ,1,1,1,100,0.09,NA,0.62,107322746.5
I,Tasmania,mixed release strategy,current range ,1,1,1,50,0.04,0.24,0.44,64653471.5
I,Tasmania,focus wild born young,current range ,2,1,1,100,0.2,0.7,0.9,101596046.5
I,Tasmania,focus wild born young,current range ,2,1,1,50,0.2,0.59,0.7,60199171.5
I,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.2,NA,0.66,110541246.5
I,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,NA,NA,NA,64926346.5
I,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.3,0.81,0.91,96964696.5
I,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.25,0.75,0.85,55539446.5
I,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.25,0.74,0.85,103519496.5
I,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.19,0.65,0.8,60304771.5
I,Tasmania,fledgling release only,current range ,6,1,1,100,0.19,0.76,0.85,99993171.5
I,Tasmania,fledgling release only,current range ,6,1,1,50,0.15,0.66,0.8,58459421.5
I,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.2,0.8,0.94,108471371.5
I,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.21,0.7,0.8,64707721.5
I,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,NA,NA,NA,105910100
I,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.1,0.2,62855825
I,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.15,0.7,0.8,93657746.5
I,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.28,0.58,61953471.5
I,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.2,0.5,0.8,99798400
I,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.14,0.42,0.8,58401525
J,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0.1,0
J,Tasmania,mixed release strategy,current range ,1,1,1,100,0.6,0.79,0.95,107322746.5
J,Tasmania,mixed release strategy,current range ,1,1,1,50,0.5,0.7,0.9,64653471.5
J,Tasmania,focus wild born young,current range ,2,1,1,100,0.6,NA,0.9,101596046.5
J,Tasmania,focus wild born young,current range ,2,1,1,50,0.4,0.5,0.85,60199171.5
J,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.5,0.65,0.8,110541246.5
J,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.5,0.65,0.8,64926346.5
J,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.45,0.65,0.85,96964696.5
J,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.4,0.61,0.8,55539446.5
J,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.55,0.75,0.9,103519496.5
J,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.5,0.65,0.8,60304771.5
J,Tasmania,fledgling release only,current range ,6,1,1,100,0.4,0.6,0.85,99993171.5
J,Tasmania,fledgling release only,current range ,6,1,1,50,0.4,0.55,0.8,58459421.5
J,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.35,0.54,0.7,108471371.5
J,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.3,0.5,0.65,64707721.5
J,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.4,0.6,0.8,105910100
J,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0.4,0.6,0.8,62855825
J,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.2,0.34,0.5,93657746.5
J,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.2,0.35,0.5,61953471.5
J,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.4,0.53,0.7,99798400
J,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.4,0.56,0.7,58401525
K,Tasmania,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
K,Tasmania,mixed release strategy,current range ,1,1,1,100,0.5,0.65,0.8,107322746.5
K,Tasmania,mixed release strategy,current range ,1,1,1,50,0.5,0.65,0.8,64653471.5
K,Tasmania,focus wild born young,current range ,2,1,1,100,0.5,0.7,0.9,101596046.5
K,Tasmania,focus wild born young,current range ,2,1,1,50,0.5,0.7,0.9,60199171.5
K,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.5,0.6,0.7,110541246.5
K,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.5,0.6,0.7,64926346.5
K,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.3,0.5,0.7,96964696.5
K,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.3,0.5,0.7,55539446.5
K,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.25,0.5,0.7,103519496.5
K,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.25,0.5,0.7,60304771.5
K,Tasmania,fledgling release only,current range ,6,1,1,100,0,0.3,0.5,99993171.5
K,Tasmania,fledgling release only,current range ,6,1,1,50,0,0.3,0.5,58459421.5
K,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0,0.25,0.5,108471371.5
K,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0,0.25,0.5,64707721.5
K,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.1,0.3,105910100
K,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.1,0.3,62855825
K,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.1,0.2,93657746.5
K,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.1,0.2,61953471.5
K,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.5,0.6,0.7,99798400
K,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.5,0.6,0.7,58401525
L,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0,0
L,Tasmania,mixed release strategy,current range ,1,1,1,100,0,0.1,0.2,107322746.5
L,Tasmania,mixed release strategy,current range ,1,1,1,50,0,0.1,0.1,64653471.5
L,Tasmania,focus wild born young,current range ,2,1,1,100,0,0.1,0.2,101596046.5
L,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.05,0.1,60199171.5
L,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0,0.1,0.2,110541246.5
L,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.05,0.1,64926346.5
L,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0,0.15,0.3,96964696.5
L,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0,0.05,0.1,55539446.5
L,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.1,0.3,103519496.5
L,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.05,0.1,60304771.5
L,Tasmania,fledgling release only,current range ,6,1,1,100,0,0.1,0.3,99993171.5
L,Tasmania,fledgling release only,current range ,6,1,1,50,0,0.05,0.1,58459421.5
L,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0,0.1,0.3,108471371.5
L,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0,0.05,0.1,64707721.5
L,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.1,0.2,105910100
L,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
L,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.1,0.2,93657746.5
L,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.05,0.2,61953471.5
L,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0.1,0.2,99798400
L,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
M,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0.05,0
M,Tasmania,mixed release strategy,current range ,1,1,1,100,0.7,0.7,1,107322746.5
M,Tasmania,mixed release strategy,current range ,1,1,1,50,0.5,0.7,1,64653471.5
M,Tasmania,focus wild born young,current range ,2,1,1,100,0.5,0.7,1,101596046.5
M,Tasmania,focus wild born young,current range ,2,1,1,50,0.4,0.6,1,60199171.5
M,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.49,0.7,1,110541246.5
M,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.2,0.5,1,64926346.5
M,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.3,0.65,1,96964696.5
M,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.2,0.5,1,55539446.5
M,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.3,0.65,1,103519496.5
M,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.2,0.5,1,60304771.5
M,Tasmania,fledgling release only,current range ,6,1,1,100,0.3,0.7,1,99993171.5
M,Tasmania,fledgling release only,current range ,6,1,1,50,0.2,0.5,1,58459421.5
M,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.5,1,108471371.5
M,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.2,0.45,1,64707721.5
M,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.6,0.7,1,105910100
M,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0.3,0.5,1,62855825
M,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.5,0.7,1,93657746.5
M,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.4,0.6,1,61953471.5
M,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.5,0.6,1,99798400
M,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.2,0.45,1,58401525
N,Tasmania,No action + no captive population,no action,0,0,0,0,0,0.05,0.2,0
N,Tasmania,mixed release strategy,current range ,1,1,1,100,0.4,0.75,0.95,107322746.5
N,Tasmania,mixed release strategy,current range ,1,1,1,50,0.4,0.7,0.95,64653471.5
N,Tasmania,focus wild born young,current range ,2,1,1,100,0.4,0.75,0.95,101596046.5
N,Tasmania,focus wild born young,current range ,2,1,1,50,0.4,0.7,0.95,60199171.5
N,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.4,0.75,0.95,110541246.5
N,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.4,0.7,0.95,64926346.5
N,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.4,0.75,0.9,96964696.5
N,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.35,0.6,0.8,55539446.5
N,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.4,0.75,0.95,103519496.5
N,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.4,0.7,0.95,60304771.5
N,Tasmania,fledgling release only,current range ,6,1,1,100,0.4,0.75,0.95,99993171.5
N,Tasmania,fledgling release only,current range ,6,1,1,50,0.35,0.65,0.9,58459421.5
N,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.4,0.85,0.95,108471371.5
N,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.4,0.8,0.9,64707721.5
N,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.35,0.55,0.85,105910100
N,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0.35,0.5,0.85,62855825
N,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.1,0.6,0.85,93657746.5
N,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.5,0.75,61953471.5
N,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.35,0.65,0.85,99798400
N,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.3,0.6,0.8,58401525
O,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0.1,0
O,Tasmania,mixed release strategy,current range ,1,1,1,100,0.4,0.75,1,107322746.5
O,Tasmania,mixed release strategy,current range ,1,1,1,50,0.1,0.3,0.7,64653471.5
O,Tasmania,focus wild born young,current range ,2,1,1,100,0.5,0.6,1,101596046.5
